"Date","Site","City/Town","Expected Substance","Fentanyl Test Strip","Benzo Test Strip","FTIR Spectrometer"
"2020-08-23","GYDT - Mail-in","Mail In","MDMA","False","N/A","['MDA']"
"2020-08-23","GYDT - Walk-in","Vancouver","Cocaine","False","N/A","['Cocaine HCl']"
"2020-08-23","GYDT - Mail-in","Mail In","Amphetamine","False","N/A","['Caffeine', 'Methamphetamine HCl', 'Microcrystalline Cellulose']"
"2020-08-22","GYDT - Mail-in","Mail In","Alprazolam","False","True","['Microcrystalline Cellulose']"
"2020-08-22","GYDT - Walk-in","Vancouver","MDMA","False","N/A","['MDMA']"
"2020-08-22","GYDT - Walk-in","Vancouver","Oxycodone","False","N/A","['Uncertain Salt']"
"2020-08-22","GYDT - Walk-in","Vancouver","DMT","False","N/A","['DMT Base']"
"2020-08-22","GYDT - Mail-in","Mail In","LSD","False","N/A","['Uncertain Match', 'Water']"
"2020-08-22","GYDT - Walk-in","Vancouver","LSD","False","N/A","['']"
"2020-08-22","GYDT - Mail-in","Mail In","LSD","False","N/A","['']"
"2020-08-22","GYDT - Mail-in","Mail In","LSD","False","N/A","['']"
"2020-08-22","GYDT - Walk-in","Vancouver","Unknown","N/A","False","['Caffeine', 'Fentanyl HCl', 'Erythritol']"
"2020-08-22","GYDT - Mail-in","Mail In","MDMA","False","N/A","['MDMA']"
"2020-08-22","GYDT - Mail-in","Mail In","Amphetamine","False","N/A","['Amphetamine Sulfate']"
"2020-08-22","GYDT - Walk-in","Vancouver","Crack Cocaine","False","N/A","['Cocaine Base', 'Phenacetin']"
"2020-08-22","GYDT - Walk-in","Vancouver","MDMA","False","N/A","['MDMA']"
"2020-08-22","GYDT - Mail-in","Mail In","LSD","False","N/A","['']"
"2020-08-22","GYDT - Walk-in","Vancouver","Alprazolam","False","False","['No Library Match']"
"2020-08-22","GYDT - Walk-in","Vancouver","Cocaine","False","N/A","['Cocaine HCl']"
"2020-08-22","GYDT - Walk-in","Vancouver","Down (Unknown Opioid)","True","False","['Caffeine', 'Erythritol']"
"2020-08-22","GYDT - Mail-in","Mail In","Oxycodone","True","N/A","['Microcrystalline Cellulose', 'Uncertain Oil']"
"2020-08-22","GYDT - Walk-in","Vancouver","Down (Unknown Opioid)","N/A","False","['Caffeine', 'Fentanyl HCl', 'Mannitol']"
"2020-08-22","GYDT - Mail-in","Mail In","Ketamine","False","N/A","['Ketamine HCl']"
"2020-08-22","GYDT - Walk-in","Vancouver","Down (Unknown Opioid)","False","False","['No Library Match']"
"2020-08-22","GYDT - Mail-in","Mail In","Cocaine","False","N/A","['Cocaine HCl', 'Inositol']"
"2020-08-21","Overdose Prevention Society","Vancouver","Down (Unknown Opioid)","True","False","['Caffeine']"
"2020-08-21","GYDT - Walk-in","Vancouver","MDMA","False","N/A","['MDMA']"
"2020-08-21","GYDT - Walk-in","Vancouver","Cocaine","False","N/A","['Cocaine HCl']"
"2020-08-21","Overdose Prevention Society","Vancouver","Down (Unknown Opioid)","True","False","['Caffeine', 'Fentanyl HCl', 'Erythritol']"
"2020-08-21","GYDT - Walk-in","Vancouver","MDMA","False","N/A","['MDMA']"
"2020-08-21","GYDT - Walk-in","Vancouver","Cocaine","False","N/A","['Cocaine HCl']"
"2020-08-21","GYDT - Walk-in","Vancouver","Unknown","False","N/A","['MDMA']"
"2020-08-21","GYDT - Walk-in","Vancouver","MDMA","False","N/A","['Microcrystalline Cellulose', 'Uncertain Oil', '5-MeO-MiPT']"
"2020-08-21","GYDT - Walk-in","Vancouver","Alprazolam","False","False","['Microcrystalline Cellulose', 'Uncertain Oil', 'etizolam']"
"2020-08-21","GYDT - Walk-in","Vancouver","Ketamine","False","N/A","['Ascorbic Acid']"
"2020-08-21","Overdose Prevention Society","Vancouver","Down (Unknown Opioid)","True","False","['Caffeine', 'Mannitol']"
"2020-08-21","GYDT - Walk-in","Vancouver","MDMA","False","N/A","['MDMA']"
"2020-08-21","GYDT - Walk-in","Vancouver","MDMA","False","N/A","['Dimethyl Sulfone', 'MDMA']"
"2020-08-21","GYDT - Walk-in","Vancouver","MDMA","False","N/A","['MDMA']"
"2020-08-21","GYDT - Walk-in","Vancouver","Ketamine","False","N/A","['Ketamine HCl']"
"2020-08-21","GYDT - Walk-in","Vancouver","Cocaine","False","N/A","['Cocaine HCl']"
"2020-08-21","GYDT - Walk-in","Vancouver","Alprazolam","False","False","['Microcrystalline Cellulose', 'Uncertain Oil', 'etizolam']"
"2020-08-21","GYDT - Walk-in","Vancouver","MDMA","False","N/A","['Caffeine', 'Dimethyl Sulfone', 'MDMA', 'Microcrystalline Cellulose']"
"2020-08-21","GYDT - Walk-in","Vancouver","Alprazolam","False","False","['Microcrystalline Cellulose', 'Uncertain Oil', 'etizolam']"
"2020-08-21","Overdose Prevention Society","Vancouver","Down (Unknown Opioid)","True","False","['Caffeine']"
"2020-08-21","GYDT - Walk-in","Vancouver","MDMA","False","N/A","['MDMA']"
"2020-08-21","Overdose Prevention Society","Vancouver","Down (Unknown Opioid)","True","False","['Caffeine', 'Mannitol']"
"2020-08-21","Overdose Prevention Society","Vancouver","Down (Unknown Opioid)","True","False","['Caffeine', 'Fentanyl or Analog', 'Mannitol']"
"2020-08-21","GYDT - Walk-in","Vancouver","Unknown","False","N/A","['MDMA']"
"2020-08-21","GYDT - Walk-in","Vancouver","MDMA","False","N/A","['MDMA']"
"2020-08-21","Overdose Prevention Society","Vancouver","Down (Unknown Opioid)","True","False","['Caffeine', 'Fentanyl or Analog', 'Mannitol']"
"2020-08-21","GYDT - Walk-in","Vancouver","MDMA","False","N/A","['MDMA']"
"2020-08-21","ASK Wellness","Kamloops","Unknown","False","N/A","['Cocaine Base']"
"2020-08-21","Overdose Prevention Society","Vancouver","Down (Unknown Opioid)","True","False","['Caffeine', 'Mannitol']"
"2020-08-21","Overdose Prevention Society","Vancouver","Down (Unknown Opioid)","True","False","['Caffeine', 'Mannitol']"
"2020-08-21","GYDT - Walk-in","Vancouver","Ketamine","False","N/A","['Ketamine HCl']"
"2020-08-21","GYDT - Walk-in","Vancouver","MDMA","False","N/A","['MDMA']"
"2020-08-21","GYDT - Walk-in","Vancouver","MDMA","False","N/A","['MDMA']"
"2020-08-21","Overdose Prevention Society","Vancouver","Down (Unknown Opioid)","True","False","['Caffeine', 'Fentanyl HCl', 'Erythritol']"
"2020-08-21","Overdose Prevention Society","Vancouver","Down (Unknown Opioid)","True","False","['Caffeine', 'Mannitol']"
"2020-08-21","Overdose Prevention Society","Vancouver","Methamphetamine","False","N/A","['Methamphetamine HCl']"
"2020-08-21","Overdose Prevention Society","Vancouver","Down (Unknown Opioid)","True","False","['Caffeine', 'Mannitol']"
"2020-08-21","ASK Wellness","Kamloops","Fentanyl","True","N/A","['Caffeine', 'Fentanyl or Analog']"
"2020-08-21","GYDT - Walk-in","Vancouver","2C-B","False","N/A","['2C-B']"
"2020-08-20","GYDT - Mail-in","Mail In","Oxycodone","False","N/A","['Microcrystalline Cellulose']"
"2020-08-20","GYDT - Mail-in","Mail In","Amphetamine","False","N/A","['Caffeine', 'Methamphetamine HCl', 'Microcrystalline Cellulose']"
"2020-08-20","Overdose Prevention Society","Vancouver","Down (Unknown Opioid)","True","False","['Caffeine', 'Fentanyl or Analog', 'Mannitol']"
"2020-08-20","Overdose Prevention Society","Vancouver","Down (Unknown Opioid)","True","False","['Caffeine', 'Mannitol']"
"2020-08-20","GYDT - Walk-in","Vancouver","Ketamine","False","N/A","['Ketamine HCl']"
"2020-08-20","Overdose Prevention Society","Vancouver","Down (Unknown Opioid)","True","False","['Caffeine', 'Erythritol']"
"2020-08-20","Ask Wellness (Mobile)","Vernon","Methamphetamine","False","False","['Methamphetamine HCl']"
"2020-08-20","Ask Wellness (Mobile)","Vernon","Fentanyl","True","False","['Caffeine', 'Sugar Uncertain']"
"2020-08-20","GYDT - Walk-in","Vancouver","Unknown","False","N/A","['MDMA']"
"2020-08-20","GYDT - Walk-in","Vancouver","Etizolam","False","False","['etizolam']"
"2020-08-20","Overdose Prevention Society","Vancouver","Cocaine","True","False","['Caffeine', 'Cocaine HCl']"
"2020-08-20","GYDT - Walk-in","Vancouver","Acetaminophen and Oxycodone","False","N/A","['Acetaminophen']"
"2020-08-20","GYDT - Walk-in","Vancouver","Ketamine","False","N/A","['Ketamine HCl']"
"2020-08-20","Ask Wellness (Mobile)","Vernon","Fentanyl","True","False","['Caffeine', 'Fentanyl or Analog', 'Erythritol', 'Mannitol']"
"2020-08-20","GYDT - Walk-in","Vancouver","Cocaine","False","N/A","['Cocaine HCl']"
"2020-08-20","GYDT - Walk-in","Vancouver","MDA","False","N/A","['MDA']"
"2020-08-20","Overdose Prevention Society","Vancouver","Down (Unknown Opioid)","True","False","['Caffeine', 'Fentanyl HCl', 'Erythritol']"
"2020-08-20","Overdose Prevention Society","Vancouver","Down (Unknown Opioid)","True","False","['Caffeine', 'Erythritol']"
"2020-08-20","Overdose Prevention Society","Vancouver","Down (Unknown Opioid)","True","False","['Erythritol', 'Lactose']"
"2020-08-20","GYDT - Walk-in","Vancouver","MDMA","False","N/A","['MDMA']"
"2020-08-20","GYDT - Walk-in","Vancouver","Cocaine","False","N/A","['Cocaine HCl', 'Levamisole']"
"2020-08-20","GYDT - Walk-in","Vancouver","MDMA","False","N/A","['MDMA', 'Sucrose']"
"2020-08-20","Overdose Prevention Society","Vancouver","Methamphetamine","False","N/A","['Methamphetamine HCl']"
"2020-08-20","GYDT - Walk-in","Vancouver","MDMA","False","N/A","['Caffeine', 'MDA', 'Microcrystalline Cellulose']"
"2020-08-20","GYDT - Mail-in","Mail In","Xylazine","False","N/A","['Xylazine']"
"2020-08-20","GYDT - Mail-in","Mail In","Oxycodone","False","N/A","['Microcrystalline Cellulose']"
"2020-08-20","GYDT - Mail-in","Mail In","MDMA","False","N/A","['MDMA']"
"2020-08-20","GYDT - Walk-in","Vancouver","Unknown","True","False","['Caffeine', 'Glutamine']"
"2020-08-20","Overdose Prevention Society","Vancouver","Down (Unknown Opioid)","True","False","['Caffeine', 'Fentanyl HCl', 'Erythritol']"
"2020-08-20","GYDT - Walk-in","Vancouver","Etizolam","False","False","['etizolam']"
"2020-08-20","GYDT - Walk-in","Vancouver","Cocaine","False","N/A","['Cocaine HCl', 'Inositol']"
"2020-08-20","Ask Wellness (Mobile)","Vernon","Down (Unknown Opioid)","True","False","['Caffeine']"
"2020-08-20","Overdose Prevention Society","Vancouver","Down (Unknown Opioid)","True","False","['Caffeine', 'Fentanyl HCl']"
"2020-08-20","Overdose Prevention Society","Vancouver","Down (Unknown Opioid)","True","False","['Caffeine', 'Mannitol']"
"2020-08-20","Ask Wellness (Mobile)","Vernon","Methamphetamine","False","False","['Methamphetamine HCl']"
"2020-08-20","GYDT - Walk-in","Vancouver","Unknown","True","False","['Caffeine', 'Uncertain Match']"
"2020-08-20","GYDT - Walk-in","Vancouver","Down (Unknown Opioid)","True","False","['Caffeine', 'Mannitol']"
"2020-08-20","Ask Wellness (Mobile)","Vernon","Fentanyl","True","False","['Caffeine', 'Fentanyl HCl', 'Erythritol']"
"2020-08-20","Overdose Prevention Society","Vancouver","Down (Unknown Opioid)","True","False","['Caffeine', 'Fentanyl or Analog', 'Mannitol']"
"2020-08-20","GYDT - Walk-in","Vancouver","Unknown","False","False","['Microcrystalline Cellulose', 'Uncertain Carbohydrate']"
"2020-08-20","Overdose Prevention Society","Vancouver","Down (Unknown Opioid)","True","False","['Caffeine', 'Fentanyl or Analog', 'Mannitol']"
"2020-08-20","GYDT - Walk-in","Vancouver","Unknown","False","False","['Acetaminophen', 'Cocaine Base']"
"2020-08-20","Overdose Prevention Society","Vancouver","Down (Unknown Opioid)","True","False","['Caffeine', 'Erythritol']"
"2020-08-20","Overdose Prevention Society","Vancouver","Down (Unknown Opioid)","True","False","['Fentanyl HCl']"
"2020-08-20","GYDT - Mail-in","Mail In","Hydromorphone","False","N/A","['Microcrystalline Cellulose', 'Uncertain Oil']"
"2020-08-20","GYDT - Walk-in","Vancouver","Cocaine","False","N/A","['Cocaine HCl']"
"2020-08-19","GYDT - Walk-in","Vancouver","Morphine","True","N/A","['Acetaminophen', 'Inositol', 'Uncertain Oil']"
"2020-08-19","ASK Wellness","Kamloops","Methamphetamine","False","N/A","['Methamphetamine HCl']"
"2020-08-19","GYDT - Mail-in","Mail In","Alprazolam","False","False","['Microcrystalline Cellulose', 'Uncertain Oil']"
"2020-08-19","SafePoint","Surrey","Fentanyl and Heroin","True","False","['Fentanyl HCl']"
"2020-08-19","GYDT - Mail-in","Mail In","Fentanyl","True","False","['Caffeine', 'Fentanyl HCl', 'Dimethyl Sulfone', 'Uncertain Carbohydrate']"
"2020-08-19","GYDT - Mail-in","Mail In","MDMA","False","N/A","['MDMA']"
"2020-08-19","Overdose Prevention Society","Vancouver","Down (Unknown Opioid)","True","False","['Caffeine', 'Mannitol']"
"2020-08-19","GYDT - Mail-in","Mail In","MDMA","False","N/A","['Caffeine', 'MDMA', 'Sucrose']"
"2020-08-19","GYDT - Mail-in","Mail In","MDMA","False","N/A","['MDMA', 'Uncertain Oil']"
"2020-08-19","ASK Wellness","Kamloops","Methamphetamine","False","N/A","['Methamphetamine HCl']"
"2020-08-19","GYDT - Walk-in","Vancouver","Fentanyl","True","False","['Fentanyl HCl', 'Mannitol']"
"2020-08-19","Overdose Prevention Society","Vancouver","MDMA","False","False","['MDMA']"
"2020-08-19","GYDT - Mail-in","Mail In","Alprazolam","False","False","['Microcrystalline Cellulose', 'Uncertain Oil']"
"2020-08-19","Overdose Prevention Society","Vancouver","MDMA","False","False","['Lactose', 'MDMA']"
"2020-08-19","GYDT - Mail-in","Mail In","Ketamine","False","N/A","['Ketamine HCl']"
"2020-08-19","GYDT - Walk-in","Vancouver","Etizolam","N/A","N/A","['etizolam']"
"2020-08-19","GYDT - Mail-in","Mail In","Fentanyl","True","False","['Caffeine', 'Fentanyl or Analog', 'Dimethyl Sulfone', 'Uncertain Carbohydrate']"
"2020-08-19","Overdose Prevention Society","Vancouver","Unknown","False","False","['Cocaine HCl']"
"2020-08-19","Overdose Prevention Society","Vancouver","Down (Unknown Opioid)","True","False","['Caffeine', 'Mannitol']"
"2020-08-19","Overdose Prevention Society","Vancouver","Down (Unknown Opioid)","True","False","['Caffeine', 'Erythritol']"
"2020-08-19","Overdose Prevention Society","Vancouver","Down (Unknown Opioid)","True","False","['Caffeine', 'Fentanyl HCl', 'Erythritol']"
"2020-08-19","GYDT - Walk-in","Vancouver","Alprazolam","False","True","['Microcrystalline Cellulose', 'Uncertain Oil']"
"2020-08-19","GYDT - Walk-in","Vancouver","Morphine","False","N/A","['Lactose', 'Uncertain Oil']"
"2020-08-19","Overdose Prevention Society","Vancouver","Down (Unknown Opioid)","True","False","['Caffeine', 'Fentanyl HCl', 'Erythritol']"
"2020-08-19","GYDT - Walk-in","Vancouver","Fentanyl","True","False","['Caffeine', 'Fentanyl HCl', 'Inositol']"
"2020-08-19","Overdose Prevention Society","Vancouver","Unknown","N/A","False","['Microcrystalline Cellulose', 'Uncertain Match']"
"2020-08-19","GYDT - Walk-in","Vancouver","Cocaine","False","N/A","['Cocaine HCl', 'Phenacetin']"
"2020-08-19","GYDT - Mail-in","Mail In","Fentanyl","True","False","['Caffeine', 'Fentanyl HCl', 'Heroin HCl', 'Dimethyl Sulfone', 'Mannitol']"
"2020-08-19","GYDT - Walk-in","Vancouver","Methamphetamine","False","N/A","['Methamphetamine HCl']"
"2020-08-19","SafePoint","Surrey","Methamphetamine","False","N/A","['Methamphetamine HCl']"
"2020-08-19","GYDT - Mail-in","Mail In","MDMA","False","N/A","['MDA']"
"2020-08-19","GYDT - Mail-in","Mail In","Fentanyl","True","False","['Caffeine', 'Fentanyl or Analog', 'Dimethyl Sulfone', 'Uncertain Carbohydrate', 'Xylazine']"
"2020-08-19","GYDT - Mail-in","Mail In","GHB","False","N/A","['GHB (Wet)']"
"2020-08-19","ASK Wellness","Kamloops","Ketamine","False","N/A","['Ketamine HCl']"
"2020-08-19","GYDT - Walk-in","Vancouver","Unknown","True","False","['Caffeine', 'Fentanyl or Analog', 'Xylitol']"
"2020-08-19","Overdose Prevention Society","Vancouver","Down (Unknown Opioid)","True","False","['Caffeine', 'Fentanyl or Analog', 'Erythritol']"
"2020-08-19","GYDT - Mail-in","Mail In","Alprazolam","False","False","['Microcrystalline Cellulose', 'Uncertain Oil', 'etizolam']"
"2020-08-19","GYDT - Mail-in","Mail In","Speed","False","N/A","['Caffeine', 'Methamphetamine HCl', 'Microcrystalline Cellulose']"
"2020-08-19","Overdose Prevention Society","Vancouver","Methamphetamine","False","N/A","['Methamphetamine HCl']"
"2020-08-19","GYDT - Walk-in","Vancouver","Fentanyl","True","False","['Caffeine', 'Fentanyl HCl']"
"2020-08-18","GYDT - Walk-in","Vancouver","Methamphetamine","False","N/A","['Methamphetamine HCl']"
"2020-08-18","ASK Wellness","Kamloops","Fentanyl","True","N/A","['Caffeine', 'Fentanyl or Analog', 'Sugar Uncertain']"
"2020-08-18","GYDT - Walk-in","Vancouver","Alprazolam","False","True","['Microcrystalline Cellulose']"
"2020-08-18","GYDT - Walk-in","Vancouver","Alprazolam","False","True","['Alprazolam', 'Microcrystalline Cellulose']"
"2020-08-18","GYDT - Walk-in","Vancouver","Alprazolam","False","False","['Microcrystalline Cellulose', 'Uncertain Oil', 'etizolam']"
"2020-08-18","GYDT - Walk-in","Vancouver","Fentanyl","True","False","['Caffeine', 'Erythritol']"
"2020-08-18","GYDT - Walk-in","Vancouver","Fentanyl","True","False","['Caffeine', 'Fentanyl HCl', 'Uncertain Carbohydrate']"
"2020-08-18","GYDT - Walk-in","Vancouver","Fentanyl","True","False","['Caffeine', 'Fentanyl or Analog', 'Uncertain Carbohydrate']"
"2020-08-18","GYDT - Walk-in","Vancouver","Ketamine","False","N/A","['Benzocaine', 'Ketamine HCl', 'Procaine HCl']"
"2020-08-18","GYDT - Walk-in","Vancouver","Alprazolam","False","True","['Microcrystalline Cellulose']"
"2020-08-18","GYDT - Walk-in","Vancouver","Fentanyl","True","False","['Caffeine', 'Erythritol']"
"2020-08-18","GYDT - Walk-in","Vancouver","Alprazolam","False","False","['Microcrystalline Cellulose']"
"2020-08-18","GYDT - Walk-in","Vancouver","Fentanyl","True","False","['Caffeine', 'Fentanyl HCl', 'Dimethyl Sulfone', 'Erythritol']"
"2020-08-18","GYDT - Walk-in","Vancouver","Fentanyl","True","False","['Caffeine', 'Fentanyl HCl', 'Inositol']"
"2020-08-18","GYDT - Walk-in","Vancouver","Ketamine","False","N/A","['Ketamine HCl', 'Procaine HCl']"
"2020-08-18","GYDT - Walk-in","Vancouver","MDMA","True","False","['Caffeine', 'Fentanyl HCl']"
"2020-08-18","GYDT - Walk-in","Vancouver","Methamphetamine","False","N/A","['Phenethylamine']"
"2020-08-18","GYDT - Walk-in","Vancouver","MDMA","False","N/A","['Lactose', 'MDMA', 'Uncertain Oil']"
"2020-08-18","GYDT - Walk-in","Vancouver","Methamphetamine","False","N/A","['Methamphetamine HCl']"
"2020-08-18","GYDT - Walk-in","Vancouver","Fentanyl","True","False","['Caffeine', 'Fentanyl HCl']"
"2020-08-18","GYDT - Walk-in","Vancouver","Fentanyl","True","False","['Caffeine', 'Fentanyl HCl', 'Mannitol']"
"2020-08-18","GYDT - Walk-in","Vancouver","Alprazolam","False","True","['Alprazolam', 'Microcrystalline Cellulose']"
"2020-08-18","GYDT - Walk-in","Vancouver","Fentanyl","True","False","['Caffeine', 'Fentanyl or Analog', 'Erythritol']"
"2020-08-18","GYDT - Walk-in","Vancouver","MDMA","False","N/A","['MDMA']"
"2020-08-17","GYDT - Walk-in","Vancouver","MDMA","False","N/A","['MDMA']"
"2020-08-17","GYDT - Walk-in","Vancouver","Unknown","N/A","False","['Fentanyl HCl']"
"2020-08-17","GYDT - Walk-in","Vancouver","Down (Unknown Opioid)","N/A","False","['Caffeine', 'Fentanyl HCl', 'Erythritol']"
"2020-08-17","GYDT - Walk-in","Vancouver","Down (Unknown Opioid)","N/A","False","['Caffeine', 'Fentanyl or Analog']"
"2020-08-17","GYDT - Walk-in","Vancouver","MDMA","False","N/A","['MDMA']"
"2020-08-17","GYDT - Walk-in","Vancouver","Ketamine","False","N/A","['Ketamine HCl']"
"2020-08-17","GYDT - Walk-in","Vancouver","Fentanyl","N/A","False","['Caffeine', 'Fentanyl HCl', 'Inositol', 'Mannitol']"
"2020-08-17","GYDT - Walk-in","Vancouver","Fentanyl","N/A","False","['Caffeine', 'Fentanyl or Analog', 'Erythritol', 'Uncertain Carbohydrate']"
"2020-08-17","GYDT - Walk-in","Vancouver","Heroin","False","N/A","['Caffeine', '6-Monoacetylmorphine']"
"2020-08-17","GYDT - Walk-in","Vancouver","Fentanyl","N/A","False","['Caffeine', 'Fentanyl HCl']"
"2020-08-17","Ask Wellness (Mobile)","Vernon","Down (Unknown Opioid)","True","False","['Caffeine', 'Fentanyl or Analog']"
"2020-08-17","GYDT - Walk-in","Vancouver","Down (Unknown Opioid)","N/A","False","['Caffeine', 'Fentanyl HCl', 'Mannitol']"
"2020-08-17","ASK Wellness","Kamloops","Fentanyl","True","False","['Caffeine', 'Fentanyl HCl']"
"2020-08-17","GYDT - Walk-in","Vancouver","Methamphetamine","False","N/A","['Methamphetamine HCl']"
"2020-08-17","GYDT - Walk-in","Vancouver","Cocaine","False","N/A","['Caffeine', 'Cocaine HCl']"
"2020-08-17","GYDT - Walk-in","Vancouver","Methamphetamine","False","N/A","['Methamphetamine HCl']"
"2020-08-17","Ask Wellness (Mobile)","Vernon","Down (Unknown Opioid)","True","False","['Caffeine']"
"2020-08-17","GYDT - Walk-in","Vancouver","Down (Unknown Opioid)","N/A","False","['Fentanyl HCl']"
"2020-08-17","GYDT - Walk-in","Vancouver","Down (Unknown Opioid)","True","False","['Mannitol']"
"2020-08-17","GYDT - Walk-in","Vancouver","Down (Unknown Opioid)","True","False","['Caffeine', 'Mannitol']"
"2020-08-17","GYDT - Walk-in","Vancouver","Unknown","N/A","False","['Fentanyl HCl']"
"2020-08-17","GYDT - Walk-in","Vancouver","MDMA","False","N/A","['MDMA']"
"2020-08-17","GYDT - Walk-in","Vancouver","MDMA","False","N/A","['MDMA']"
"2020-08-17","GYDT - Walk-in","Vancouver","Methamphetamine","False","N/A","['Methamphetamine HCl']"
"2020-08-17","Ask Wellness (Mobile)","Vernon","Down (Unknown Opioid)","True","N/A","['Caffeine', 'Fentanyl HCl', 'Sugar Uncertain']"
"2020-08-17","GYDT - Walk-in","Vancouver","Methamphetamine","False","N/A","['Methamphetamine HCl', 'Dimethyl Sulfone']"
"2020-08-17","Ask Wellness (Mobile)","Vernon","Down (Unknown Opioid)","True","N/A","['Caffeine', 'Fentanyl HCl']"
"2020-08-16","GYDT - Walk-in","Vancouver","MDMA","False","N/A","['MDMA']"
"2020-08-16","GYDT - Walk-in","Vancouver","Fentanyl","True","False","['Caffeine', 'Fentanyl or Analog', 'Mannitol']"
"2020-08-16","GYDT - Walk-in","Vancouver","Fentanyl","N/A","False","['Caffeine', 'Fentanyl HCl', 'Erythritol']"
"2020-08-16","GYDT - Walk-in","Vancouver","Heroin","True","False","['Caffeine', 'Fentanyl or Analog', 'Mannitol']"
"2020-08-16","GYDT - Walk-in","Vancouver","Fentanyl","True","False","['Caffeine', 'Mannitol']"
"2020-08-16","GYDT - Walk-in","Vancouver","Ketamine","False","N/A","['Ketamine HCl']"
"2020-08-16","GYDT - Walk-in","Vancouver","Fentanyl","N/A","False","['Caffeine', 'Fentanyl or Analog', 'Erythritol']"
"2020-08-16","GYDT - Walk-in","Vancouver","Fentanyl","True","False","['Caffeine', 'Fentanyl or Analog', 'Erythritol']"
"2020-08-15","GYDT - Walk-in","Vancouver","MDMA","False","N/A","['Caffeine', 'MDMA']"
"2020-08-15","GYDT - Mail-in","Mail In","Cocaine","False","N/A","['Cocaine HCl']"
"2020-08-15","GYDT - Mail-in","Mail In","Oxycodone","True","N/A","['Caffeine', 'Microcrystalline Cellulose']"
"2020-08-15","GYDT - Mail-in","Mail In","Alprazolam","False","True","['Lactose', 'Microcrystalline Cellulose']"
"2020-08-15","GYDT - Mail-in","Mail In","Acetaminophen and Oxycodone","False","N/A","['Microcrystalline Cellulose', 'Uncertain Oil']"
"2020-08-15","GYDT - Walk-in","Vancouver","MDMA","False","N/A","['MDMA']"
"2020-08-15","GYDT - Walk-in","Vancouver","Heroin","False","False","['Caffeine', 'Mannitol']"
"2020-08-15","GYDT - Walk-in","Vancouver","Fentanyl","False","False","['etizolam']"
"2020-08-15","GYDT - Walk-in","Vancouver","Sildenafil","False","N/A","['Microcrystalline Cellulose', 'Uncertain Carbohydrate', 'Sildenafil Citrate', 'Uncertain Oil']"
"2020-08-15","GYDT - Mail-in","Mail In","Alprazolam","False","False","['Microcrystalline Cellulose']"
"2020-08-15","GYDT - Walk-in","Vancouver","Down (Unknown Opioid)","N/A","False","['Caffeine', 'Fentanyl HCl', 'Mannitol']"
"2020-08-15","GYDT - Mail-in","Mail In","Hydromorphone","False","N/A","['Microcrystalline Cellulose', 'Uncertain Oil']"
"2020-08-15","GYDT - Mail-in","Mail In","Alprazolam","False","True","['Microcrystalline Cellulose', 'Uncertain Oil']"
"2020-08-15","GYDT - Walk-in","Vancouver","Fentanyl and Heroin","N/A","False","['Caffeine', 'Fentanyl HCl', 'Erythritol']"
"2020-08-15","GYDT - Walk-in","Vancouver","Methamphetamine","False","N/A","['Methamphetamine HCl']"
"2020-08-15","GYDT - Walk-in","Vancouver","Down (Unknown Opioid)","True","False","['Caffeine']"
"2020-08-15","GYDT - Mail-in","Mail In","GHB","False","N/A","['GHB (Wet)']"
"2020-08-15","GYDT - Walk-in","Vancouver","MDMA","False","N/A","['MDMA']"
"2020-08-15","GYDT - Walk-in","Vancouver","Methamphetamine","False","N/A","['Inositol', 'Methamphetamine HCl']"
"2020-08-15","GYDT - Walk-in","Vancouver","Cocaine","False","N/A","['Cocaine HCl']"
"2020-08-15","GYDT - Walk-in","Vancouver","Fentanyl","N/A","False","['Caffeine', 'Fentanyl HCl']"
"2020-08-15","GYDT - Mail-in","Mail In","Oxycodone","False","N/A","['Microcrystalline Cellulose', 'Uncertain Oil']"
"2020-08-15","GYDT - Walk-in","Vancouver","Fentanyl","True","False","['Caffeine', 'Fentanyl or Analog', 'Mannitol']"
"2020-08-15","GYDT - Mail-in","Mail In","Cocaine","False","N/A","['Cocaine HCl', 'Uncertain Match']"
"2020-08-14","GYDT - Walk-in","Vancouver","MDMA","False","N/A","['MDMA']"
"2020-08-14","GYDT - Walk-in","Vancouver","MDMA","False","N/A","['Creatine', 'MDMA']"
"2020-08-14","GYDT - Mail-in","Mail In","LSD","False","N/A","['']"
"2020-08-14","GYDT - Walk-in","Vancouver","Methamphetamine","False","N/A","['Methamphetamine HCl']"
"2020-08-14","GYDT - Walk-in","Vancouver","Etizolam","False","N/A","['etizolam']"
"2020-08-14","GYDT - Mail-in","Mail In","LSD","False","N/A","['']"
"2020-08-14","GYDT - Walk-in","Vancouver","MDMA","False","N/A","['Creatine', 'MDMA']"
"2020-08-14","GYDT - Walk-in","Vancouver","Unknown","False","N/A","['Caffeine', 'MDMA']"
"2020-08-14","GYDT - Walk-in","Vancouver","Alprazolam","False","False","['Uncertain Match', 'Sildenafil Citrate']"
"2020-08-14","GYDT - Mail-in","Mail In","MDA","False","N/A","['MDA']"
"2020-08-14","GYDT - Mail-in","Mail In","MDMA","False","N/A","['MDMA']"
"2020-08-14","GYDT - Walk-in","Vancouver","MDMA","False","N/A","['Sucrose']"
"2020-08-14","GYDT - Walk-in","Vancouver","MDA","False","N/A","['MDA']"
